Nombre,Hora,Diferencia_Minutos
[B11] CEMENT. X BELG. A C BELL,20:27:29,9
[G] X 19 X BELGRANO A.SEGUI,20:29:20,2
[I] X CENTENARIO LOS PORTEÑOS,20:33:29,4
[C] CEMENT. POR BELG. A GORINA,20:36:29,3
[D] X CENTENARIO A SEGUI,20:43:29,7
[BG]CEMENT X BELG. A GUTIERREZ,20:45:29,2
[HX28] CLUB.EST. A ARCO.,20:48:29,3
[G] X 19 X BELGRANO A.SEGUI,20:59:20,11
[F] X19 X CENTENARIO A GORINA,21:13:29,14
[D] X CENTENARIO A SEGUI,21:18:29,5
[I] X CENTENARIO LOS PORTEÑOS,21:27:29,9
[G] X 19 X BELGRANO A.SEGUI,21:39:20,12
[D] X CENTENARIO A SEGUI,21:50:29,11
[G] X 19 X BELGRANO A.SEGUI,22:04:20,14
[BC] CEMENT. X BELG. A C BELL,22:18:29,14
[D] X CENTENARIO A SEGUI,22:33:29,15
[G] X 19 X BELGRANO A.SEGUI,22:49:20,16
[D] X CENTENARIO A SEGUI,23:03:29,14
[G] X 19 X BELGRANO A.SEGUI,23:29:20,26
[D] X CENTENARIO A SEGUI,23:53:29,24
