Nombre,Hora,Diferencia_Minutos
[TOP] A P. MORENO X CENTENARIO,14:48:19,34
[TOP] A P. MORENO X CENTENARIO,15:22:19,34
[TOP] A P. MORENO X CENTENARIO,15:56:19,34
[TOP] A P. MORENO X CENTENARIO,16:30:19,34
[TOP] A P. MORENO X CENTENARIO,17:04:19,34
[TOP] A P. MORENO X CENTENARIO,17:38:19,34
[TOP] A P. MORENO X CENTENARIO,18:12:19,34
[TOP] A P. MORENO X CENTENARIO,18:45:44,33
[TOP] A P. MORENO X CENTENARIO,19:19:44,34
[TOP] A P. MORENO X CENTENARIO,19:53:44,34
